code,name,截止日期,盈利(百萬),盈利增長(%),每股盈利,每股盈利增長(%),每股派息,市盈率(倍),周息率(%),派息比率(%),每股賬面資產淨值,基準貨幣,兌換比率
01731,其利工業集團,2018/12,58,-64.95,0.0595,-71.78,0.0500,0.00,-,83.98,0.9974,港元,7.834
01731,其利工業集團,2019/12,-4,-,-0.0039,-,0.0000,0.00,-,0.00,-,港元,7.787
01732,象興國際,2015/12,12,-32.03,0.0000,-,0.0000,-,0.00,-,-,港元,1.1761
01732,象興國際,2016/12,5,-63.10,0.0000,-,0.0000,-,0.00,-,-,港元,1.11125
01732,象興國際,2017/12,13,179.83,0.0145,-,0.0000,18.96,0.00,0.00,0.1012,港元,1.1989
01732,象興國際,2018/12,31,142.21,0.0306,111.13,0.0000,6.20,0.00,0.00,0.1269,港元,1.1386
01732,象興國際,2019/12,13,-57.85,0.0130,-57.68,0.0000,15.04,0.00,0.00,0.1366,港元,1.1175
01733,易大宗,2015/12,-1723,53.35,-2.6200,-167.35,0.0000,-0.34,0.00,0.00,-0.4216,港元,1
01733,易大宗,2016/12,2874,-,1.4880,-,0.0770,0.56,9.28,5.17,0.6087,港元,1
01733,易大宗,2017/12,905,-68.52,0.2930,-80.31,0.0720,2.05,12.00,24.57,0.8477,港元,1
01733,易大宗,2018/12,880,-2.76,0.2860,-2.39,0.0720,0.77,32.73,25.17,1.0583,港元,1
01733,易大宗,2019/12,312,-64.49,0.1030,-63.99,0.0000,2.01,0.00,0.00,1.0705,港元,1
01735,中環控股,2015/03,8,-,0.0000,-,0.0000,-,-,-,-,港元,1
01735,中環控股,2016/03,30,256.05,0.0000,-,0.0000,-,-,-,-,港元,1
01735,中環控股,2017/03,27,-10.34,0.0000,-,0.0000,-,-,-,-,港元,1
01735,中環控股,2018/03,11,-60.20,0.0540,-,0.0000,0.00,-,0.00,0.7089,港元,1
01735,中環控股,2019/03,-11,-,-0.0410,-,0.0000,0.00,-,0.00,0.6572,港元,1
01736,中國育兒網絡,2015/12,41,138.46,0.0448,109.99,0.0000,0.00,-,0.00,0.3464,港元,1.1761
01736,中國育兒網絡,2016/12,50,22.79,0.0486,8.37,0.0000,0.00,-,0.00,0.3874,港元,1.11125
01736,中國育兒網絡,2017/12,41,-16.84,0.0404,-16.80,0.0015,0.00,-,3.71,0.4451,港元,1.1989
01736,中國育兒網絡,2018/12,34,-17.16,0.0335,-17.15,0.0000,0.00,-,0.00,0.4685,港元,1.1386
01736,中國育兒網絡,2019/12,-2,-,-0.0015,-,0.0000,0.00,-,0.00,-,港元,1.1175
01737,亞洲實業集團,2015/03,18,-,0.0250,-,0.0000,0.00,-,0.00,-,港元,1
01737,亞洲實業集團,2016/03,19,3.53,0.0250,0.00,0.0000,0.00,-,0.00,-,港元,1
01737,亞洲實業集團,2017/03,34,78.99,0.0460,84.00,0.0000,0.00,-,0.00,-,港元,1
01737,亞洲實業集團,2018/03,12,-64.52,0.0160,-65.22,0.0000,0.00,-,0.00,0.1896,港元,1
01737,亞洲實業集團,2019/03,0,-96.14,0.0005,-96.88,0.0000,0.00,-,0.00,0.1887,港元,1
01738,飛尚無煙煤,2015/12,-606,-117.06,-0.4352,-93.73,0.0000,-2.87,0.00,0.00,-0.3810,港元,1.1761
01738,飛尚無煙煤,2016/12,-236,60.97,-0.1778,59.14,0.0000,-7.48,0.00,0.00,-0.5300,港元,1.11125
01738,飛尚無煙煤,2017/12,219,-,0.1559,-,0.0000,7.06,0.00,0.00,-0.4145,港元,1.1989
01738,飛尚無煙煤,2018/12,228,4.38,0.1708,9.58,0.0000,6.03,0.00,0.00,-0.2277,港元,1.1386
01738,飛尚無煙煤,2019/12,-116,-,-0.0782,-,0.0000,-13.04,0.00,0.00,-,港元,1.1175
01739,齊屹科技s,2015/12,-406,-,-14.6660,-,0.0000,0.00,-,0.00,-,港元,1.1761
01739,齊屹科技s,2016/12,-446,-9.91,-14.6129,0.36,0.0000,0.00,-,0.00,-,港元,1.11125
01739,齊屹科技s,2017/12,-988,-121.61,-24.1099,-64.99,0.0000,0.00,-,0.00,-,港元,1.1989
01739,齊屹科技s,2018/12,863,-,1.0931,-,0.0000,0.00,-,0.00,1.2733,港元,1.1386
01739,齊屹科技s,2019/12,69,-91.98,0.0559,-94.89,0.0200,0.00,-,35.79,-,港元,1.1175
01740,新石文化,2016/12,36,-,0.0000,-,0.0000,-,-,-,-,港元,1.1113
01740,新石文化,2017/12,8,-77.99,0.0000,-,0.0000,-,-,-,-,港元,1.1989
01740,新石文化,2018/12,73,815.26,0.0000,-,0.0000,-,-,-,-,港元,1.1386
01740,新石文化,2019/12,28,-62.20,0.0370,-,0.0000,0.00,-,0.00,-,港元,1.1175
01740,新石文化,,,,,,,,,,,,
01741,日贏控股,2015/09,24,-,0.0000,-,0.0000,-,-,-,-,港元,1
01741,日贏控股,2016/09,20,-14.52,0.0000,-,0.0000,-,-,-,-,港元,1
01741,日贏控股,2017/09,24,16.35,0.0000,-,0.0000,-,-,-,-,港元,1
01741,日贏控股,2018/09,10,-58.15,0.0165,-,0.0000,0.00,-,0.00,-,港元,1
01741,日贏控股,2019/09,-11,-,-0.0140,-,0.0000,0.00,-,0.00,0.2416,港元,1
01742,HPC Holdings,2015/10,97,-,96.8363,-,0.0000,0.00,-,0.00,-,港元,5.5335
01742,HPC Holdings,2016/10,139,43.53,139.2625,43.81,0.0000,0.00,-,0.00,-,港元,5.5705
01742,HPC Holdings,2017/10,157,12.54,156.4563,12.35,0.0000,0.00,-,0.00,-,港元,5.731
01742,HPC Holdings,2018/10,78,-50.41,0.0566,-99.96,0.0000,0.00,-,0.00,0.2799,港元,5.6615
01742,HPC Holdings,2019/10,86,10.30,0.0519,-8.39,0.0000,0.00,-,0.00,0.3384,港元,5.7625
01743,蒼南儀錶,2015/12,42,-,0.8115,-,0.0000,0.00,-,0.00,-,港元,1.17605
01743,蒼南儀錶,2016/12,131,208.52,2.5114,209.49,0.0000,0.00,-,0.00,-,港元,1.11125
01743,蒼南儀錶,2017/12,287,119.78,5.5269,120.07,0.0000,0.00,-,0.00,-,港元,1.1989
01743,蒼南儀錶,2018/12,251,-12.63,4.8277,-12.65,0.9109,0.00,-,18.87,16.9441,港元,1.1386
01743,蒼南儀錶,2019/12,153,-39.14,2.1903,-54.63,0.6705,0.00,-,30.61,-,港元,1.1175
01745,驢跡科技,2016/12,4,-,0.0000,-,0.0000,-,-,-,-,港元,1.1113
01745,驢跡科技,2017/12,31,617.53,0.0000,-,0.0000,-,-,-,-,港元,1.1989
01745,驢跡科技,2018/12,114,270.75,0.0000,-,0.0000,-,-,-,-,港元,1.1386
01745,驢跡科技,2019/12,180,58.15,0.1676,-,0.0000,0.00,-,0.00,67.5261,港元,1.1175
01745,驢跡科技,,,,,,,,,,,,
01746,萬順集團控股,2015/12,21,-,103.5800,-,0.0000,0.00,-,0.00,-,港元,1
01746,萬順集團控股,2016/12,18,-14.54,88.5200,-14.54,0.0000,0.00,-,0.00,-,港元,1
01746,萬順集團控股,2017/12,23,32.20,117.0200,32.20,0.0000,0.00,-,0.00,-,港元,1
01746,萬順集團控股,2018/12,13,-46.24,0.0145,-99.99,0.0000,0.00,-,0.00,0.1606,港元,1
01746,萬順集團控股,2019/12,1,-92.00,0.0010,-93.10,0.0000,0.00,-,0.00,-,港元,1
01747,Home Control,2016/12,44,-,0.0000,-,0.0000,-,-,-,-,港元,7.754
01747,Home Control,2017/12,41,-7.29,0.0000,-,0.0000,-,-,-,-,港元,7.814
01747,Home Control,2018/12,29,-30.50,0.0000,-,0.0000,-,-,-,-,港元,7.834
01747,Home Control,2019/12,21,-25.31,0.0506,-,0.0210,0.00,-,41.54,-,港元,7.787
01747,Home Control,,,,,,,,,,,,
01748,信源企業集團,2015/12,26,-,0.0000,-,0.0000,-,-,-,-,港元,7.7505
01748,信源企業集團,2016/12,34,30.06,0.0000,-,0.0000,-,-,-,-,港元,7.754
01748,信源企業集團,2017/12,43,26.00,0.0000,-,0.0000,-,-,-,-,港元,7.814
01748,信源企業集團,2018/12,52,20.79,0.1582,-,0.0000,0.00,-,0.00,1.9410,港元,7.834
01748,信源企業集團,2019/12,47,-9.75,0.1168,-26.19,0.0000,0.00,-,0.00,2.0458,港元,7.787
01749,杉杉品牌,2015/12,62,-,0.6233,-,0.0000,0.00,-,0.00,-,港元,1.17605
01749,杉杉品牌,2016/12,39,-36.96,0.3889,-37.60,0.0000,0.00,-,0.00,-,港元,1.11125
01749,杉杉品牌,2017/12,54,37.66,0.5395,38.71,0.0000,0.00,-,0.00,-,港元,1.1989
01749,杉杉品牌,2018/12,41,-23.53,0.3530,-34.58,0.0683,0.00,-,19.35,2.4601,港元,1.1386
01749,杉杉品牌,2019/12,-18,-,-0.1341,-,0.0000,0.00,-,0.00,2.2403,港元,1.1175
01750,全達電器集團控股,2015/12,24,-,0.0170,-,0.0000,0.00,-,0.00,-,港元,1
01750,全達電器集團控股,2016/12,26,10.69,0.0185,8.82,0.0000,0.00,-,0.00,-,港元,1
01750,全達電器集團控股,2017/12,12,-52.71,0.0087,-52.97,0.0000,0.00,-,0.00,-,港元,1
01750,全達電器集團控股,2018/12,10,-18.29,0.0061,-29.89,0.0000,0.00,-,0.00,0.1092,港元,1
01750,全達電器集團控股,2019/12,11,12.84,0.0064,4.92,0.0000,0.00,-,0.00,-,港元,1
01751,景聯集團,2015/12,14,55.52,0.0282,55.80,0.0000,0.00,-,0.00,-,港元,1
01751,景聯集團,2016/12,4,-74.92,0.0070,-75.18,0.0000,0.00,-,0.00,0.1284,港元,1
01751,景聯集團,2017/12,25,602.89,0.0372,431.43,0.0000,0.00,-,0.00,0.1656,港元,1
01751,景聯集團,2018/12,20,-19.34,0.0300,-19.35,0.0000,0.00,-,0.00,0.1901,港元,1
01751,景聯集團,2019/12,-25,-,-0.0367,-,0.0000,0.00,-,0.00,0.1534,港元,1
01752,澳洲成峰高教,2015/06,28,-,0.0189,-,0.0000,0.00,-,0.00,-,港元,5.9575
01752,澳洲成峰高教,2016/06,20,-30.39,0.0130,-31.44,0.0000,0.00,-,0.00,-,港元,5.7365
01752,澳洲成峰高教,2017/06,28,39.70,0.0154,19.10,0.0000,0.00,-,0.00,-,港元,5.994
01752,澳洲成峰高教,2018/06,9,-67.29,0.0046,-70.27,0.0000,0.00,-,0.00,0.1143,港元,5.81
01752,澳洲成峰高教,2019/06,23,150.92,0.0088,91.87,0.0040,0.00,-,45.40,0.1138,港元,5.47
01753,兌吧,2016/12,-97,-,0.0000,-,0.0000,-,-,-,-,港元,1.11125
01753,兌吧,2017/12,118,-,0.0000,-,0.0000,-,-,-,-,港元,1.1989
01753,兌吧,2018/12,-332,-,0.0000,-,0.0000,-,-,-,-,港元,1.1386
01753,兌吧,2019/12,-223,32.75,-0.2447,-,0.1006,0.00,-,-41.10,-,港元,1.1175
01753,兌吧,,,,,,,,,,,,
01755,新城悅服務s,2015/12,26,-,0.0000,-,0.0000,-,-,-,-,港元,1.1761
01755,新城悅服務s,2016/12,48,84.36,0.0000,-,0.0000,-,-,-,-,港元,1.11125
01755,新城悅服務s,2017/12,88,82.76,0.0000,-,0.0000,-,-,-,-,港元,1.1989
01755,新城悅服務s,2018/12,171,94.58,0.2733,-,0.1139,0.00,-,41.67,1.1733,港元,1.1386
01755,新城悅服務s,2019/12,315,84.04,0.3800,39.04,0.2012,0.00,-,52.94,1.2623,港元,1.1175
01756,華立大學集團,2017/08,229,-,0.4576,-,0.0000,0.00,-,0.00,-,港元,1.1856
01756,華立大學集團,2018/08,222,-3.10,0.4441,-2.96,0.0000,0.00,-,0.00,-,港元,1.1475
01756,華立大學集團,2019/08,244,10.07,0.4882,9.94,0.0000,0.00,-,0.00,-,港元,1.0947
01756,華立大學集團,,,,,,,,,,,,
01756,華立大學集團,,,,,,,,,,,,
01757,俊裕地基集團,2015/03,18,-,0.0000,-,0.0000,-,-,-,-,港元,1
01757,俊裕地基集團,2016/03,22,24.46,0.0000,-,0.0000,-,-,-,-,港元,1
01757,俊裕地基集團,2017/03,26,16.33,0.0000,-,0.0000,-,-,-,-,港元,1
01757,俊裕地基集團,2018/03,16,-37.85,0.0178,-,0.0000,0.00,-,0.00,0.0906,港元,1
01757,俊裕地基集團,2019/03,-68,-,-0.0597,-,0.0000,0.00,-,0.00,0.0858,港元,1
01758,博駿教育,2015/08,26,-,0.0602,-,0.0000,0.00,-,0.00,-,港元,1.203
01758,博駿教育,2016/08,35,32.32,0.0812,34.94,0.0000,0.00,-,0.00,-,港元,1.15955
01758,博駿教育,2017/08,42,20.32,0.0711,-12.36,0.0000,0.00,-,0.00,-,港元,1.18555
01758,博駿教育,2018/08,19,-53.94,0.0344,-51.60,0.0000,0.00,-,0.00,1.1331,港元,1.1475
01758,博駿教育,2019/08,29,51.81,0.0328,-4.60,0.0000,0.00,-,0.00,1.1161,港元,1.0947
01759,中油潔能控股,2015/12,72,-,0.0000,-,0.0000,-,-,-,-,港元,1.17605
01759,中油潔能控股,2016/12,90,25.37,0.0000,-,0.0000,-,-,-,-,港元,1.11125
01759,中油潔能控股,2017/12,99,9.81,0.0000,-,0.0000,-,-,-,-,港元,1.1989
01759,中油潔能控股,2018/12,43,-56.55,0.2619,-,0.0000,0.00,-,0.00,1.6893,港元,1.1386
01759,中油潔能控股,2019/12,25,-42.51,0.1118,-57.33,0.0000,0.00,-,0.00,1.7805,港元,1.1175
01760,英恒科技,2015/12,103,-,0.0000,-,0.0000,-,-,-,-,港元,1.1761
01760,英恒科技,2016/12,104,1.42,0.0000,-,0.0000,-,-,-,-,港元,1.11125
01760,英恒科技,2017/12,147,40.80,0.0000,-,0.0000,-,-,-,-,港元,1.1989
01760,英恒科技,2018/12,185,25.90,0.2096,-,0.0550,0.00,-,26.24,1.2559,港元,1.1386
01760,英恒科技,2019/12,133,-28.20,0.1281,-38.90,0.0380,0.00,-,29.67,1.3374,港元,1.1175
01761,寶寶樹集團,2015/12,-337,-,0.0000,-,0.0000,-,-,-,-,港元,1.17605
01761,寶寶樹集團,2016/12,-1039,-208.30,0.0000,-,0.0000,-,-,-,-,港元,1.11125
01761,寶寶樹集團,2017/12,-1092,-5.19,0.0000,-,0.0000,-,-,-,-,港元,1.1989
01761,寶寶樹集團,2018/12,599,-,0.3302,-,0.0000,0.00,-,0.00,2.3275,港元,1.1386
01761,寶寶樹集團,2019/12,-552,-,-0.3241,-,0.0000,0.00,-,0.00,1.9516,港元,1.1175
01762,萬咖壹聯,2015/12,-19,-,-0.3763,-,0.0000,0.00,-,0.00,-,港元,1.17605
01762,萬咖壹聯,2016/12,-109,-473.45,-1.9780,-425.60,0.0000,0.00,-,0.00,-,港元,1.11125
01762,萬咖壹聯,2017/12,-174,-59.67,-2.9613,-49.71,0.0000,0.00,-,0.00,-,港元,1.1989
01762,萬咖壹聯,2018/12,-480,-175.92,-0.6148,79.24,0.0000,0.00,-,0.00,0.8233,港元,1.1386
01762,萬咖壹聯,2019/12,118,-,0.1006,-,0.0000,0.00,-,0.00,-,港元,1.1175
01763,中國同輻,2015/12,299,-,1.4936,-,0.0000,0.00,-,0.00,-,港元,1.17605
01763,中國同輻,2016/12,291,-2.57,1.4557,-2.53,0.0000,0.00,-,0.00,-,港元,1.11125
01763,中國同輻,2017/12,325,11.73,1.4027,-3.64,0.0000,0.00,-,0.00,-,港元,1.1989
01763,中國同輻,2018/12,367,12.62,1.3094,-6.65,0.3104,0.00,-,23.70,12.4656,港元,1.1386
01763,中國同輻,2019/12,368,-0.01,1.1510,-12.85,0.1552,0.00,-,13.49,13.1335,港元,1.1175
01765,希望教育集團s,2015/12,77,-,0.0000,-,0.0000,-,-,-,-,港元,1.1761
01765,希望教育集團s,2016/12,172,124.64,0.0000,-,0.0000,-,-,-,-,港元,1.11125
01765,希望教育集團s,2017/12,254,47.37,0.0000,-,0.0000,-,-,-,-,港元,1.1989
01765,希望教育集團s,2018/12,191,-24.68,0.0342,-,0.0180,0.00,-,52.70,0.7100,港元,1.1386
01765,希望教育集團s,2019/12,547,186.33,0.0816,138.82,0.0257,0.00,-,31.51,-,港元,1.1175
01766,中國中車s,2015/12,13900,2.99,0.5057,-1.16,0.1764,15.36,2.27,34.88,4.1762,港元,1.1761
01766,中國中車s,2016/12,12546,-9.74,0.4556,-9.91,0.2334,14.97,3.42,51.22,4.2701,港元,1.11125
01766,中國中車s,2017/12,12938,3.12,0.4556,-0.01,0.1798,15.30,2.58,39.47,5.0792,港元,1.1989
01766,中國中車s,2018/12,12872,-0.51,0.4441,-2.53,0.1708,8.85,4.35,38.46,5.0964,港元,1.1386
01766,中國中車s,2019/12,13181,2.40,0.4582,3.18,0.1676,8.73,4.19,36.59,5.2915,港元,1.1175
01767,TS Wonders,2015/12,18,-,0.0000,-,0.0000,-,-,-,-,港元,5.4825
01767,TS Wonders,2016/12,31,70.92,0.0000,-,0.0000,-,-,-,-,港元,5.3625
01767,TS Wonders,2017/12,35,14.01,0.0438,-,0.0000,0.00,-,0.00,-,港元,5.845
01767,TS Wonders,2018/12,12,-64.87,0.0155,-64.65,0.0020,0.00,-,12.90,0.0389,港元,5.74
01767,TS Wonders,2019/12,17,37.04,0.0168,8.16,0.0000,0.00,-,0.00,-,港元,5.78
01769,思考樂教育,2016/12,12,-,0.2306,-,0.0000,0.00,-,0.00,-,港元,1.1113
01769,思考樂教育,2017/12,36,207.90,0.7101,207.95,0.0000,0.00,-,0.00,-,港元,1.1989
01769,思考樂教育,2018/12,82,131.59,1.5597,119.64,0.0000,0.00,-,0.00,-,港元,1.1386
01769,思考樂教育,2019/12,106,28.82,0.2130,-86.34,0.1800,0.00,-,84.52,1.1128,港元,1.1175
01769,思考樂教育,,,,,,,,,,,,
01771,新豐泰集團,2015/12,30,-85.83,0.0470,-88.22,0.0000,0.00,-,0.00,3.1249,港元,1.1761
01771,新豐泰集團,2016/12,52,70.86,0.0889,88.97,0.0220,0.00,-,24.75,3.0725,港元,1.11125
01771,新豐泰集團,2017/12,177,239.15,0.2997,237.15,0.0900,0.00,-,30.03,3.5845,港元,1.1989
01771,新豐泰集團,2018/12,243,37.42,0.4099,36.76,0.0700,0.00,-,17.08,3.7063,港元,1.1386
01771,新豐泰集團,2019/12,134,-44.78,0.2235,-45.47,0.0400,0.00,-,17.90,3.7905,港元,1.1175
01772,贛鋒鋰業s,2015/12,257,-,0.2352,-,0.0000,0.00,-,0.00,-,港元,1.17605
01772,贛鋒鋰業s,2016/12,1241,383.65,1.1001,367.73,0.0000,0.00,-,0.00,-,港元,1.11125
01772,贛鋒鋰業s,2017/12,2512,102.40,2.2659,105.97,0.0000,0.00,-,0.00,-,港元,1.1989
01772,贛鋒鋰業s,2018/12,2171,-13.57,1.3322,-41.21,0.3416,0.00,-,25.64,6.9625,港元,1.1386
01772,贛鋒鋰業s,2019/12,403,-81.43,0.3129,-76.51,0.3353,0.00,-,107.14,7.7247,港元,1.1175
01773,天立教育s,2015/12,19,-,0.0000,-,0.0000,-,-,-,-,港元,1.1761
01773,天立教育s,2016/12,79,305.49,0.0000,-,0.0000,-,-,-,-,港元,1.11125
01773,天立教育s,2017/12,157,99.07,0.0000,-,0.0000,-,-,-,-,港元,1.1989
01773,天立教育s,2018/12,222,40.94,0.1252,-,0.0326,0.00,-,26.03,1.2393,港元,1.1386
01773,天立教育s,2019/12,296,33.53,0.1446,15.46,0.0410,0.00,-,28.35,1.3135,港元,1.1175
01775,精英匯集團,2015/07,31,-,3.0770,-,0.0000,0.00,-,0.00,-,港元,1
01775,精英匯集團,2016/07,31,-0.72,3.0550,-0.71,0.0000,0.00,-,0.00,-,港元,1
01775,精英匯集團,2017/07,34,12.70,3.4820,13.98,0.0000,0.00,-,0.00,-,港元,1
01775,精英匯集團,2018/07,26,-24.82,0.0678,-98.05,0.0400,0.00,-,59.00,0.3904,港元,1
01775,精英匯集團,2019/07,12,-53.92,0.0239,-64.75,0.0300,0.00,-,125.52,0.3785,港元,1
01776,廣發証券s,2015/12,15526,147.71,2.1758,105.12,0.9409,8.94,4.84,43.24,11.9629,港元,1.1761
01776,廣發証券s,2016/12,8923,-42.52,1.1668,-46.37,0.3889,13.87,2.40,33.33,11.4507,港元,1.11125
01776,廣發証券s,2017/12,10305,15.48,1.3548,16.11,0.4796,0.00,-,35.40,13.3487,港元,1.1989
01776,廣發証券s,2018/12,4896,-52.49,0.6376,-52.94,0.0000,13.03,0.00,0.00,12.7018,港元,1.1386
01776,廣發証券s,2019/12,8425,72.07,1.1063,73.51,0.6146,7.21,7.70,55.56,13.3779,港元,1.1175
01777,花樣年控股s,2015/12,1424,-9.11,0.2470,-10.04,0.0500,5.22,3.87,20.24,2.1248,港元,1.1761
01777,花樣年控股s,2016/12,895,-37.11,0.1556,-37.01,0.0500,9.71,3.31,32.14,2.1129,港元,1.11125
01777,花樣年控股s,2017/12,1384,54.56,0.2398,54.13,0.0700,6.71,4.35,29.19,2.6294,港元,1.1989
01777,花樣年控股s,2018/12,829,-40.08,0.1439,-39.98,0.0400,9.80,2.84,27.79,2.5612,港元,1.1386
01777,花樣年控股s,2019/12,976,17.73,0.1693,17.64,0.0559,8.03,4.11,33.00,-,港元,1.1175
01778,彩生活服務s,2015/12,198,8.97,0.1981,-4.74,0.1000,0.00,-,50.48,1.4810,港元,1.1761
01778,彩生活服務s,2016/12,209,5.34,0.2087,5.37,0.1000,0.00,-,47.92,1.6210,港元,1.11125
01778,彩生活服務s,2017/12,384,84.23,0.3859,84.93,0.1500,0.00,-,38.87,4.0925,港元,1.1989
01778,彩生活服務s,2018/12,552,43.65,0.4315,11.82,0.1800,0.00,-,41.71,2.6870,港元,1.1386
01778,彩生活服務s,2019/12,557,0.89,0.4077,-5.53,0.1019,0.00,-,25.00,-,港元,1.1175
01780,B & D Strategic,2016/03,15,-,0.0333,-,0.0000,0.00,-,0.00,-,港元,1
01780,B & D Strategic,2017/03,32,114.35,0.0712,113.81,0.0000,0.00,-,0.00,-,港元,1
01780,B & D Strategic,2018/03,50,55.88,0.1081,51.83,0.0000,0.00,-,0.00,-,港元,1
01780,B & D Strategic,2019/03,33,-33.57,0.0718,-33.58,0.0000,0.00,-,0.00,14.6702K,港元,1
01780,B & D Strategic,,,,,,,,,,,,
01781,新昌創展控股,2014/12,16,-,0.0406,-,0.0000,0.00,-,0.00,-,港元,1
01781,新昌創展控股,2015/12,29,77.83,0.0723,78.08,0.0000,0.00,-,0.00,-,港元,1
01781,新昌創展控股,2016/12,26,-10.04,0.0650,-10.10,0.0000,0.00,-,0.00,-,港元,1
01781,新昌創展控股,2017/12,27,4.09,0.0677,4.15,0.0000,0.00,-,0.00,-,港元,1
01781,新昌創展控股,2018/12,34,23.44,0.0773,14.18,0.0750,0.00,-,97.02,0.4081,港元,1
01782,飛思達科技,2015/12,22,76.80,0.0561,-,0.0000,0.00,-,0.00,-,港元,1.17605
01782,飛思達科技,2016/12,11,-47.31,0.0292,-47.90,0.0000,0.00,-,0.00,0.2581,港元,1.11125
01782,飛思達科技,2017/12,27,134.07,0.0547,87.06,0.0180,0.00,-,32.89,0.3268,港元,1.1989
01782,飛思達科技,2018/12,32,19.46,0.0639,16.84,0.0180,0.00,-,28.18,0.3835,港元,1.1386
01782,飛思達科技,2019/12,14,-54.92,0.0282,-55.91,0.0000,0.00,-,0.00,0.3928,港元,1.1175
01783,金侖控股有限公司,2016/03,20,-,0.0000,-,0.0000,-,-,-,-,港元,1
01783,金侖控股有限公司,2017/03,22,14.31,0.0000,-,0.0000,-,-,-,-,港元,1
01783,金侖控股有限公司,2018/03,23,3.78,0.0000,-,0.0000,-,-,-,-,港元,1
01783,金侖控股有限公司,2019/03,17,-27.87,0.0233,-,0.0000,0.00,-,0.00,0.2379,港元,1
01783,金侖控股有限公司,,,,,,,,,,,,
01785,成都高速,2015/12,288,-,0.2399,-,0.0000,0.00,-,0.00,-,港元,1.17605
01785,成都高速,2016/12,309,7.42,0.2578,7.46,0.0000,0.00,-,0.00,-,港元,1.11125
01785,成都高速,2017/12,406,31.31,0.3381,31.14,0.0000,0.00,-,0.00,-,港元,1.1989
01785,成都高速,2018/12,473,16.43,0.3940,16.52,0.1480,0.00,-,37.57,-,港元,1.1386
01785,成都高速,2019/12,490,3.65,0.2995,-23.98,0.1341,0.00,-,44.78,2.2268,港元,1.1175
01786,鐵建裝備,2015/12,537,21.17,0.5292,17.81,0.0470,0.00,-,8.89,3.9790,港元,1.1761
01786,鐵建裝備,2016/12,517,-3.66,0.3445,-34.91,0.1778,0.00,-,51.61,4.0458,港元,1.1113
01786,鐵建裝備,2017/12,66,-87.22,0.0480,-86.08,0.0120,0.00,-,25.00,4.2425,港元,1.1989
01786,鐵建裝備,2018/12,178,169.57,0.1139,137.43,0.0569,0.00,-,50.00,4.1168,港元,1.1386
01786,鐵建裝備,2019/12,137,-23.32,0.0894,-21.48,0.0447,0.00,-,50.00,4.0208,港元,1.1175
01787,山東黃金s,2015/12,762,-,0.5410,-,0.0000,0.00,-,0.00,-,港元,1.17605
01787,山東黃金s,2016/12,1430,87.64,0.9446,74.60,0.0000,0.00,-,0.00,-,港元,1.11125
01787,山東黃金s,2017/12,1341,-6.18,0.7193,-23.84,0.0000,0.00,-,0.00,-,港元,1.1989
01787,山東黃金s,2018/12,1098,-18.14,0.3985,-44.60,0.1139,0.00,-,28.57,12.2040,港元,1.1386
01787,山東黃金s,2019/12,1442,31.33,0.4694,17.78,0.1118,0.00,-,23.81,8.3671,港元,1.1175
01788,國泰君安國際s,2015/12,1014,26.73,0.1490,7.19,0.0750,18.59,2.71,50.34,1.0994,港元,1
01788,國泰君安國際s,2016/12,1026,1.22,0.1410,-5.37,0.0750,17.73,3.00,53.19,1.5106,港元,1
01788,國泰君安國際s,2017/12,1333,29.97,0.1770,25.53,0.0900,9.66,5.26,50.85,1.5637,港元,1
01788,國泰君安國際s,2018/12,849,-36.35,0.1050,-40.68,0.0530,8.76,5.76,50.48,1.4494,港元,1
01788,國泰君安國際s,2019/12,903,6.36,0.1170,11.43,0.0620,8.38,6.33,52.99,1.4640,港元,1
01789,愛康醫療s,2015/12,76,18.27,0.1058,21.17,0.0000,0.00,-,0.00,-,港元,1.17605
01789,愛康醫療s,2016/12,86,12.57,0.1111,4.99,0.0000,0.00,-,0.00,-,港元,1.11125
01789,愛康醫療s,2017/12,126,47.02,0.1678,51.04,0.0350,0.00,-,20.86,0.8008,港元,1.1989
01789,愛康醫療s,2018/12,165,30.62,0.1594,-5.03,0.0350,0.00,-,21.96,0.9211,港元,1.1386
01789,愛康醫療s,2019/12,298,80.80,0.2906,82.27,0.0750,0.00,-,25.81,1.1847,港元,1.1175
01790,達力環保,2015/12,46,-,0.0000,-,0.0000,-,-,-,-,港元,1
01790,達力環保,2016/12,46,1.36,0.0000,-,0.0000,-,-,-,-,港元,1
01790,達力環保,2017/12,59,27.47,0.0000,-,0.0000,-,-,-,-,港元,1
01790,達力環保,2018/12,70,18.81,0.2600,-,0.0000,0.00,-,0.00,0.9700,港元,1
01790,達力環保,2019/12,108,53.86,0.1100,-57.69,0.0000,0.00,-,0.00,-,港元,1
01792,CMON Ltd,2014/12,20,-,0.0147,-,0.0000,0.00,-,0.00,-,港元,7.7555
01792,CMON Ltd,2015/12,14,-28.81,0.0101,-31.62,0.0000,0.00,-,0.00,-,港元,7.7505
01792,CMON Ltd,2016/12,8,-44.25,0.0054,-46.13,0.0000,0.00,-,0.00,0.0717,港元,7.754
01792,CMON Ltd,2017/12,27,246.27,0.0148,173.53,0.0000,0.00,-,0.00,0.0874,港元,7.814
01792,CMON Ltd,2018/12,16,-40.70,0.0086,-41.96,0.0000,0.00,-,0.00,0.0976,港元,7.834
01793,偉工控股,2016/03,20,-,0.0000,-,0.0000,-,-,-,-,港元,1
